Freq [GHz],"dB(S(1,1)) [] - end_t='0.01'","dB(S(1,1)) [] - end_t='0.025'","dB(S(1,1)) [] - end_t='0.2'","dB(S(1,1)) [] - end_t='0.4'","dB(S(1,1)) [] - end_t='0.6'","dB(S(1,1)) [] - end_t='0.8'","dB(S(1,1)) [] - end_t='1'","dB(S(1,1)) [] - end_t='1.2'","dB(S(1,1)) [] - end_t='1.4'","dB(S(1,1)) [] - end_t='1.6'","dB(S(1,1)) [] - end_t='1.8'","dB(S(1,1)) [] - end_t='2'","dB(S(1,1)) [] - end_t='2.2'","dB(S(1,1)) [] - end_t='2.4'","dB(S(1,1)) [] - end_t='2.6'","dB(S(1,1)) [] - end_t='0.01'","dB(S(1,1)) [] - end_t='0.025'","dB(S(1,1)) [] - end_t='0.2'","dB(S(1,1)) [] - end_t='0.4'","dB(S(1,1)) [] - end_t='0.6'","dB(S(1,1)) [] - end_t='0.8'","dB(S(1,1)) [] - end_t='1'","dB(S(1,1)) [] - end_t='1.2'","dB(S(1,1)) [] - end_t='1.4'","dB(S(1,1)) [] - end_t='1.6'","dB(S(1,1)) [] - end_t='1.8'","dB(S(1,1)) [] - end_t='2'","dB(S(1,1)) [] - end_t='2.2'","dB(S(1,1)) [] - end_t='2.4'","dB(S(1,1)) [] - end_t='2.6'"
0.081,,,,,,,,,,,,,,,,-0.002975838,-0.002618498,-0.004493813,-0.002823181,-0.002374281,-0.003996199,-0.004987273,-0.00441772,-0.005065983,-0.006187017,-0.007445464,-0.007250522,-0.009660067,-0.010591102,-0.016334977
0.082,,,,,,,,,,,,,,,,-0.003031628,-0.002675197,-0.004566864,-0.002878884,-0.002430789,-0.004062823,-0.005062117,-0.004491385,-0.005150781,-0.006282503,-0.007572658,-0.007391878,-0.009855186,-0.010828483,-0.016744623
0.083,,,,,,,,,,,,,,,,-0.003087299,-0.002731917,-0.00463981,-0.002934485,-0.002487386,-0.00412931,-0.005136737,-0.004564988,-0.00523564,-0.006377985,-0.007700359,-0.007534227,-0.010052268,-0.01106898,-0.017161683
0.084,,,,,,,,,,,,,,,,-0.003142849,-0.002788653,-0.004712647,-0.002989984,-0.002544068,-0.004195653,-0.005211124,-0.004638514,-0.005320544,-0.006473453,-0.007828554,-0.007677557,-0.010251343,-0.011312655,-0.017586403
0.085,,,,,,,,,,,,,,,,-0.003198289,-0.00284542,-0.004785382,-0.003045399,-0.002600844,-0.004261857,-0.005285281,-0.004711966,-0.005405495,-0.006568909,-0.007957247,-0.007821873,-0.010452458,-0.01155959,-0.018019052
0.086,,,,,,,,,,,,,,,,-0.003253644,-0.002902243,-0.004858037,-0.003100764,-0.002657741,-0.004327944,-0.005359231,-0.004785358,-0.005490504,-0.006664373,-0.008086453,-0.007967193,-0.010655678,-0.011809882,-0.018459931
0.087,,,,,,,,,,,,,,,,-0.003308955,-0.002959163,-0.004930652,-0.003156128,-0.002714797,-0.004393948,-0.005433008,-0.004858722,-0.005575602,-0.006759878,-0.008216206,-0.008113548,-0.010861084,-0.012063649,-0.018909362
0.088,,,,,,,,,,,,,,,,-0.003364279,-0.003016239,-0.005003277,-0.003211557,-0.002772069,-0.004459922,-0.005506662,-0.004932103,-0.005660829,-0.006855476,-0.008346553,-0.008260987,-0.011068775,-0.012321025,-0.019367699
0.089,,,,,,,,,,,,,,,,-0.003419685,-0.003073542,-0.005075981,-0.003267133,-0.002829628,-0.004525929,-0.005580259,-0.005005562,-0.005746246,-0.006951231,-0.008477558,-0.00840957,-0.01127887,-0.012582166,-0.019835321
0.09,,,,,,,,,,,,,,,,-0.003475261,-0.003131158,-0.005148847,-0.003322957,-0.00288756,-0.004592052,-0.005653882,-0.005079174,-0.005831924,-0.007047226,-0.0086093,-0.008559377,-0.011491502,-0.012847244,-0.020312638
0.091,,,,,,,,,,,,,,,,-0.003531108,-0.003189191,-0.005221971,-0.003379142,-0.002945968,-0.004658386,-0.005727627,-0.005153029,-0.005917952,-0.007143559,-0.008741874,-0.008710499,-0.011706828,-0.013116451,-0.020800085
0.092,,,,,,,,,,,,,,,,-0.003587343,-0.003247759,-0.005295468,-0.003435823,-0.00300497,-0.004725043,-0.005801607,-0.005227234,-0.006004435,-0.007240345,-0.008875392,-0.008863047,-0.011925019,-0.013390001,-0.021298128
0.093,,,,,,,,,,,,,,,,-0.003644098,-0.003306997,-0.005369466,-0.00349315,-0.003064702,-0.004792151,-0.005875952,-0.005301912,-0.006091492,-0.007337713,-0.00900998,-0.009017144,-0.012146268,-0.013668124,-0.021807263
0.094,,,,,,,,,,,,,,,,-0.003701522,-0.003367053,-0.00544411,-0.003551289,-0.003125314,-0.004859854,-0.005950806,-0.0053772,-0.006179259,-0.007435814,-0.009145784,-0.00917293,-0.012370785,-0.013951074,-0.022328015
0.095,,,,,,,,,,,,,,,,-0.003759779,-0.003428095,-0.00551956,-0.003610425,-0.003186974,-0.00492831,-0.006026332,-0.005453251,-0.006267888,-0.00753481,-0.009282964,-0.009330565,-0.012598801,-0.014239122,-0.022860938
0.096,,,,,,,,,,,,,,,,-0.003819049,-0.003490303,-0.005595992,-0.00367076,-0.003249865,-0.004997695,-0.006102708,-0.005530236,-0.006357545,-0.007634884,-0.009421699,-0.00949022,-0.012830567,-0.014532563,-0.023406619
0.097,,,,,,,,,,,,,,,,-0.00387953,-0.003553877,-0.005673598,-0.003732512,-0.003314188,-0.0050682,-0.006180128,-0.005608341,-0.006448416,-0.007736235,-0.009562183,-0.009652086,-0.013066353,-0.014831711,-0.023965672
0.098,,,,,,,,,,,,,,,,-0.003941432,-0.003619029,-0.005752587,-0.00379592,-0.003380161,-0.005140034,-0.006258803,-0.005687768,-0.006540701,-0.007839079,-0.009704629,-0.00981637,-0.013306449,-0.015136902,-0.024538746
0.099,,,,,,,,,,,,,,,,-0.004004985,-0.003685992,-0.005833184,-0.003861237,-0.003448016,-0.00521342,-0.006338962,-0.005768735,-0.006634617,-0.00794365,-0.009849267,-0.009983297,-0.013551167,-0.015448492,-0.025126519
0.1,,,,,,,,,,,,,,,,-0.004070434,-0.003755013,-0.005915627,-0.003928736,-0.003518007,-0.005288599,-0.006420848,-0.005851479,-0.006730397,-0.0080502,-0.009996344,-0.010153108,-0.013800839,-0.015766861,-0.025729702
0.101,,,,,,,,,,,,,,,,-0.004184066,-0.003862646,-0.006032763,-0.003944836,-0.003074729,-0.005096894,-0.006576622,-0.005922108,-0.006794253,-0.008189674,-0.009630331,-0.010132362,-0.013934189,-0.015783967,-0.026165099
0.102,,,,,,,,,,,,,,,,-0.004298984,-0.003972274,-0.00615183,-0.003964633,-0.002633757,-0.004909721,-0.006735926,-0.005997042,-0.0068552,-0.008330416,-0.009268052,-0.01011779,-0.014075369,-0.01581521,-0.026616347
0.103,,,,,,,,,,,,,,,,-0.004415164,-0.004083873,-0.006272804,-0.003988129,-0.002195138,-0.00472707,-0.006898653,-0.006076212,-0.006913462,-0.008472357,-0.008909508,-0.010109375,-0.014224361,-0.015860579,-0.027083623
0.104,,,,,,,,,,,,,,,,-0.004532581,-0.004197417,-0.006395655,-0.004015324,-0.001758917,-0.004548932,-0.007064697,-0.006159545,-0.006969255,-0.008615427,-0.008554703,-0.010107101,-0.014381147,-0.015920062,-0.027567113
0.105,,,,,,,,,,,,,,,,-0.00465121,-0.004312881,-0.006520358,-0.004046216,-0.001325137,-0.004375296,-0.007233951,-0.006246968,-0.007022785,-0.008759562,-0.008203642,-0.01011095,-0.01454571,-0.015993646,-0.028067003
0.106,,,,,,,,,,,,,,,,-0.004771026,-0.004430239,-0.006646882,-0.004080801,-0.000893839,-0.004206148,-0.00740631,-0.006338408,-0.007074249,-0.008904701,-0.007856327,-0.010120904,-0.014718035,-0.016081317,-0.02858349
0.107,,,,,,,,,,,,,,,,-0.004892005,-0.004549463,-0.006775199,-0.004119073,-0.000465062,-0.004041477,-0.00758167,-0.006433794,-0.007123836,-0.009050786,-0.007512766,-0.010136944,-0.014898106,-0.01618306,-0.029116774
0.108,,,,,,,,,,,,,,,,-0.005014121,-0.004670527,-0.00690528,-0.004161024,-3.88E-05,-0.003881267,-0.007759927,-0.00653305,-0.007171728,-0.009197759,-0.007172964,-0.010159053,-0.01508591,-0.016298859,-0.02966706
0.109,,,,,,,,,,,,,,,,-0.00513735,-0.004793403,-0.007037094,-0.004206646,0.000384775,-0.003725503,-0.007940979,-0.006636104,-0.007218098,-0.009345569,-0.006836928,-0.010187211,-0.015281433,-0.016428699,-0.030234561
0.11,,,,,,,,,,,,,,,,-0.005261666,-0.004918062,-0.007170612,-0.004255928,0.000805764,-0.00357417,-0.008124726,-0.006742881,-0.007263114,-0.009494164,-0.006504666,-0.010221401,-0.015484665,-0.016572563,-0.030819496
0.111,,,,,,,,,,,,,,,,-0.005387044,-0.005044476,-0.007305802,-0.004308856,0.001224088,-0.003427252,-0.008311067,-0.006853309,-0.007306936,-0.009643497,-0.006176188,-0.010261602,-0.015695595,-0.016730434,-0.031422089
0.112,,,,,,,,,,,,,,,,-0.005513458,-0.005172615,-0.007442633,-0.004365417,0.001639716,-0.00328473,-0.008499902,-0.006967313,-0.007349716,-0.009793522,-0.005851502,-0.010307796,-0.015914211,-0.016902296,-0.032042573
0.113,,,,,,,,,,,,,,,,-0.005640885,-0.005302452,-0.007581074,-0.004425595,0.002052616,-0.003146586,-0.008691135,-0.007084821,-0.007391604,-0.009944198,-0.00553062,-0.010359964,-0.016140507,-0.017088132,-0.032681186
0.114,,,,,,,,,,,,,,,,-0.005769298,-0.005433956,-0.007721094,-0.004489373,0.002462759,-0.003012803,-0.008884669,-0.007205758,-0.007432739,-0.010095483,-0.005213554,-0.010418087,-0.016374474,-0.017287925,-0.033338175
0.115,,,,,,,,,,,,,,,,-0.005898672,-0.005567097,-0.007862659,-0.004556733,0.002870117,-0.00288336,-0.009080409,-0.007330051,-0.007473259,-0.010247339,-0.004900315,-0.010482145,-0.016616105,-0.017501659,-0.034013791
0.116,,,,,,,,,,,,,,,,-0.006028983,-0.005701845,-0.008005739,-0.004627653,0.003274663,-0.002758238,-0.00927826,-0.007457627,-0.007513294,-0.010399732,-0.004590917,-0.010552121,-0.016865396,-0.017729317,-0.034708297
0.117,,,,,,,,,,,,,,,,-0.006160206,-0.00583817,-0.008150301,-0.004702112,0.003676371,-0.002637418,-0.00947813,-0.007588414,-0.007552968,-0.010552626,-0.004285375,-0.010627994,-0.01712234,-0.017970883,-0.03542196
0.118,,,,,,,,,,,,,,,,-0.006292316,-0.005976043,-0.008296312,-0.004780089,0.004075216,-0.002520878,-0.009679928,-0.007722339,-0.007592403,-0.010705992,-0.003983704,-0.010709746,-0.017386935,-0.018226343,-0.036155057
0.119,,,,,,,,,,,,,,,,-0.006425288,-0.006115431,-0.008443739,-0.004861558,0.004471174,-0.002408597,-0.009883564,-0.007859331,-0.007631714,-0.0108598,-0.00368592,-0.010797357,-0.017659179,-0.018495681,-0.036907874
0.12,,,,,,,,,,,,,,,,-0.006559098,-0.006256305,-0.008592551,-0.004946493,0.004864224,-0.002300555,-0.010088948,-0.007999317,-0.007671013,-0.011014022,-0.003392041,-0.01089081,-0.017939069,-0.018778885,-0.037680704
0.121,,,,,,,,,,,,,,,,-0.006693722,-0.006398634,-0.008742714,-0.005034869,0.005254344,-0.002196728,-0.010295994,-0.008142226,-0.007710406,-0.011168634,-0.003102085,-0.010990086,-0.018226607,-0.019075941,-0.03847385
0.122,,,,,,,,,,,,,,,,-0.006829135,-0.006542387,-0.008894195,-0.005126657,0.005641512,-0.002097096,-0.010504615,-0.008287988,-0.007749996,-0.011323612,-0.002816071,-0.011095166,-0.018521792,-0.019386838,-0.039287623
0.123,,,,,,,,,,,,,,,,-0.006965314,-0.006687534,-0.009046962,-0.005221829,0.006025709,-0.002001636,-0.010714728,-0.008436532,-0.007789882,-0.011478935,-0.00253402,-0.011206031,-0.018824627,-0.019711564,-0.040122345
0.124,,,,,,,,,,,,,,,,-0.007102236,-0.006834044,-0.009200982,-0.005320354,0.006406916,-0.001910325,-0.010926248,-0.008587789,-0.007830158,-0.011634583,-0.002255952,-0.011322664,-0.019135116,-0.02005011,-0.040978346
0.125,,,,,,,,,,,,,,,,-0.007239876,-0.006981886,-0.009356222,-0.0054222,0.006785114,-0.001823141,-0.011139095,-0.00874169,-0.007870917,-0.011790539,-0.001981892,-0.011445047,-0.019453262,-0.020402468,-0.04185597
0.126,,,,,,,,,,,,,,,,-0.007378212,-0.007131029,-0.009512649,-0.005527336,0.007160288,-0.001740061,-0.011353189,-0.008898166,-0.007912246,-0.011946785,-0.001711861,-0.011573161,-0.01977907,-0.020768632,-0.042755566
0.127,,,,,,,,,,,,,,,,-0.007517221,-0.007281443,-0.009670232,-0.005635728,0.007532419,-0.00166106,-0.011568449,-0.00905715,-0.00795423,-0.012103309,-0.001445885,-0.01170699,-0.020112549,-0.021148596,-0.043677499
0.128,,,,,,,,,,,,,,,,-0.00765688,-0.007433098,-0.009828936,-0.005747343,0.007901493,-0.001586117,-0.011784799,-0.009218573,-0.007996949,-0.012260096,-0.001183989,-0.011846515,-0.020453706,-0.021542356,-0.044622141
0.129,,,,,,,,,,,,,,,,-0.007797168,-0.007585963,-0.009988731,-0.005862144,0.008267493,-0.001515208,-0.012002162,-0.00938237,-0.008040483,-0.012417135,-0.0009262,-0.01199172,-0.02080255,-0.021949911,-0.045589879
0.13,,,,,,,,,,,,,,,,-0.007938061,-0.007740008,-0.010149584,-0.005980096,0.008630405,-0.001448308,-0.012220465,-0.009548475,-0.008084906,-0.012574417,-0.000672546,-0.012142588,-0.021159093,-0.022371261,-0.046581111
0.131,,,,,,,,,,,,,,,,-0.008079539,-0.007895204,-0.010311463,-0.006101162,0.008990217,-0.001385395,-0.012439634,-0.009716822,-0.008130291,-0.012731932,-0.000423057,-0.012299101,-0.021523344,-0.022806408,-0.047596245
0.132,,,,,,,,,,,,,,,,-0.008221581,-0.008051519,-0.010474336,-0.006225304,0.009346913,-0.001326444,-0.012659598,-0.009887348,-0.008176708,-0.012889673,-0.000177761,-0.012461244,-0.021895319,-0.023255355,-0.048635707
0.133,,,,,,,,,,,,,,,,-0.008364164,-0.008208926,-0.010638172,-0.006352483,0.009700481,-0.001271431,-0.012880285,-0.010059987,-0.008224224,-0.013047636,6.33E-05,-0.012629,-0.022275032,-0.02371811,-0.049699931
0.134,,,,,,,,,,,,,,,,-0.00850727,-0.008367394,-0.010802939,-0.006482661,0.01005091,-0.001220333,-0.013101628,-0.010234678,-0.008272903,-0.013205814,0.00030012,-0.012802353,-0.022662498,-0.024194681,-0.050789369
0.135,,,,,,,,,,,,,,,,-0.008650876,-0.008526895,-0.010968606,-0.006615798,0.010398187,-0.001173126,-0.013323558,-0.010411357,-0.008322808,-0.013364205,0.00053264,-0.012981287,-0.023057734,-0.024685079,-0.051904484
0.136,,,,,,,,,,,,,,,,-0.008794964,-0.008687399,-0.011135143,-0.006751852,0.010742301,-0.001129785,-0.01354601,-0.010589965,-0.008373998,-0.013522807,0.000760832,-0.013165788,-0.023460761,-0.025189317,-0.053045757
0.137,,,,,,,,,,,,,,,,-0.008939514,-0.008848878,-0.01130252,-0.006890782,0.011083241,-0.001090286,-0.013768919,-0.010770439,-0.008426532,-0.013681618,0.000984662,-0.013355838,-0.023871597,-0.02570741,-0.054213682
0.138,,,,,,,,,,,,,,,,-0.009084507,-0.009011305,-0.011470705,-0.007032547,0.011420998,-0.001054606,-0.013992223,-0.01095272,-0.008480464,-0.013840638,0.00120409,-0.013551424,-0.024290265,-0.026239379,-0.055408769
0.139,,,,,,,,,,,,,,,,-0.009229923,-0.00917465,-0.011639669,-0.007177105,0.01175556,-0.001022719,-0.014215858,-0.011136749,-0.008535848,-0.01399987,0.001419078,-0.013752532,-0.024716787,-0.026785244,-0.056631546
0.14,,,,,,,,,,,,,,,,-0.009375745,-0.009338886,-0.011809383,-0.007324411,0.012086918,-0.000994602,-0.014439765,-0.011322467,-0.008592736,-0.014159314,0.001629587,-0.013959145,-0.02515119,-0.02734503,-0.057882558
0.141,,,,,,,,,,,,,,,,-0.009521955,-0.009503987,-0.011979817,-0.007474422,0.012415064,-0.000970231,-0.014663886,-0.011509818,-0.008651177,-0.014318975,0.001835574,-0.014171251,-0.025593498,-0.027918764,-0.059162366
0.142,,,,,,,,,,,,,,,,-0.009668534,-0.009669925,-0.012150943,-0.007627095,0.012739988,-0.000949582,-0.014888161,-0.011698744,-0.008711219,-0.014478856,0.002036996,-0.014388836,-0.02604374,-0.028506477,-0.060471551
0.143,,,,,,,,,,,,,,,,-0.009815466,-0.009836673,-0.012322732,-0.007782385,0.013061682,-0.00093263,-0.015112535,-0.01188919,-0.008772907,-0.014638962,0.00223381,-0.014611886,-0.026501945,-0.029108202,-0.061810713
0.144,,,,,,,,,,,,,,,,-0.009962734,-0.010004206,-0.012495156,-0.007940247,0.013380137,-0.000919351,-0.015336954,-0.012081101,-0.008836286,-0.014799299,0.00242597,-0.014840387,-0.026968146,-0.029723978,-0.06318047
0.145,,,,,,,,,,,,,,,,-0.010110321,-0.010172497,-0.012668188,-0.008100635,0.013695346,-0.000909722,-0.015561363,-0.012274423,-0.008901398,-0.014959874,0.002613428,-0.015074327,-0.027442374,-0.030353843,-0.064581464
0.146,,,,,,,,,,,,,,,,-0.010258212,-0.010341522,-0.012841799,-0.008263505,0.014007301,-0.000903717,-0.01578571,-0.012469102,-0.008968284,-0.015120694,0.002796136,-0.015313693,-0.027924666,-0.030997843,-0.066014354
0.147,,,,,,,,,,,,,,,,-0.01040639,-0.010511255,-0.013015965,-0.008428809,0.014315994,-0.000901314,-0.016009945,-0.012665086,-0.009036984,-0.015281768,0.002974043,-0.015558473,-0.028415056,-0.031656025,-0.067479825
0.148,,,,,,,,,,,,,,,,-0.010554841,-0.010681671,-0.013190657,-0.008596502,0.014621418,-0.000902488,-0.016234018,-0.012862323,-0.009107536,-0.015443105,0.003147098,-0.015808654,-0.028913585,-0.032328442,-0.068978584
0.149,,,,,,,,,,,,,,,,-0.010703549,-0.010852747,-0.013365851,-0.008766537,0.014923567,-0.000907215,-0.016457881,-0.013060763,-0.009179976,-0.015604714,0.003315249,-0.016064225,-0.029420292,-0.033015148,-0.070511359
0.15,,,,,,,,,,,,,,,,-0.010852501,-0.011024458,-0.01354152,-0.008938867,0.015222432,-0.000915471,-0.016681486,-0.013260356,-0.009254338,-0.015766607,0.003478439,-0.016325175,-0.029935219,-0.033716203,-0.072078907
0.151,,,,,,,,,,,,,,,,-0.011001682,-0.011196782,-0.013717639,-0.009113445,0.015518009,-0.000927233,-0.016904788,-0.013461052,-0.009330658,-0.015928793,0.003636612,-0.016591492,-0.030458411,-0.034431671,-0.073682008
0.152,,,,,,,,,,,,,,,,-0.011151079,-0.011369695,-0.013894184,-0.009290223,0.01581029,-0.000942476,-0.017127743,-0.013662805,-0.009408966,-0.016091284,0.003789712,-0.016863166,-0.030989914,-0.035161621,-0.075321471
0.153,,,,,,,,,,,,,,,,-0.011300679,-0.011543175,-0.014071131,-0.009469154,0.01609927,-0.000961178,-0.017350308,-0.013865566,-0.009489295,-0.016254094,0.003937677,-0.017140186,-0.031529776,-0.035906125,-0.076998129
0.154,,,,,,,,,,,,,,,,-0.011450468,-0.011717199,-0.014248456,-0.00965019,0.016384941,-0.000983313,-0.017572441,-0.014069288,-0.009571675,-0.016417234,0.004080446,-0.017422541,-0.032078049,-0.03666526,-0.078712848
0.155,,,,,,,,,,,,,,,,-0.011600435,-0.011891747,-0.014426135,-0.009833284,0.016667299,-0.001008859,-0.0177941,-0.014273927,-0.009656134,-0.016580718,0.004217956,-0.017710223,-0.032634783,-0.037439107,-0.080466523
0.156,,,,,,,,,,,,,,,,-0.011750567,-0.012066798,-0.014604146,-0.010018387,0.016946337,-0.001037791,-0.018015248,-0.014479438,-0.0097427,-0.016744561,0.004350142,-0.018003221,-0.033200035,-0.038227754,-0.082260078
0.157,,,,,,,,,,,,,,,,-0.011900854,-0.012242329,-0.014782466,-0.010205452,0.01722205,-0.001070087,-0.018235845,-0.014685776,-0.0098314,-0.016908776,0.004476938,-0.018301527,-0.033773861,-0.039031293,-0.084094473
0.158,,,,,,,,,,,,,,,,-0.012051283,-0.012418322,-0.014961075,-0.01039443,0.017494432,-0.001105723,-0.018455854,-0.0148929,-0.009922259,-0.017073378,0.004598274,-0.018605132,-0.03435632,-0.039849819,-0.085970699
0.159,,,,,,,,,,,,,,,,-0.012201845,-0.012594757,-0.015139949,-0.010585272,0.017763478,-0.001144676,-0.01867524,-0.015100765,-0.010015302,-0.017238382,0.004714081,-0.018914027,-0.034947475,-0.040683435,-0.087889785
0.16,,,,,,,,,,,,,,,,-0.012352528,-0.012771613,-0.015319069,-0.010777932,0.018029183,-0.001186921,-0.018893969,-0.015309332,-0.010110553,-0.017403805,0.004824285,-0.019228204,-0.035547389,-0.041532249,-0.089852793
0.161,,,,,,,,,,,,,,,,-0.012503324,-0.012948874,-0.015498414,-0.01097236,0.01829154,-0.001232437,-0.019112005,-0.01551856,-0.010208034,-0.017569662,0.004928812,-0.019547656,-0.03615613,-0.042396373,-0.091860826
0.162,,,,,,,,,,,,,,,,-0.012654221,-0.013126519,-0.015677965,-0.011168509,0.018550545,-0.001281198,-0.019329318,-0.015728408,-0.010307766,-0.01773597,0.005027587,-0.019872375,-0.036773766,-0.043275926,-0.093915027
0.163,,,,,,,,,,,,,,,,-0.012805212,-0.013304531,-0.015857701,-0.01136633,0.018806194,-0.001333184,-0.019545876,-0.015938839,-0.010409771,-0.017902746,0.005120531,-0.020202353,-0.037400369,-0.044171034,-0.096016578
0.164,,,,,,,,,,,,,,,,-0.012956288,-0.013482893,-0.016037603,-0.011565774,0.01905848,-0.001388369,-0.019761649,-0.016149814,-0.010514068,-0.018070007,0.005207563,-0.020537586,-0.038036013,-0.045081825,-0.098166707
0.165,,,,,,,,,,,,,,,,-0.013107439,-0.013661588,-0.016217654,-0.011766795,0.019307399,-0.001446732,-0.019976608,-0.016361296,-0.010620677,-0.01823777,0.0052886,-0.020878065,-0.038680777,-0.046008439,-0.100366686
0.166,,,,,,,,,,,,,,,,-0.013258658,-0.013840599,-0.016397836,-0.011969344,0.019552946,-0.001508249,-0.020190725,-0.016573249,-0.010729616,-0.018406053,0.00536356,-0.021223786,-0.039334739,-0.046951017,-0.102617833
0.167,,,,,,,,,,,,,,,,-0.013409938,-0.014019911,-0.01657813,-0.012173373,0.019795116,-0.001572897,-0.020403973,-0.016785637,-0.010840903,-0.018574875,0.005432354,-0.021574742,-0.039997983,-0.047909711,-0.104921515
0.168,,,,,,,,,,,,,,,,-0.013561271,-0.014199507,-0.01675852,-0.012378833,0.020033904,-0.001640653,-0.020616326,-0.016998425,-0.010954553,-0.018744254,0.005494894,-0.02193093,-0.040670593,-0.048884676,-0.107279152
0.169,,,,,,,,,,,,,,,,-0.01371265,-0.014379372,-0.016938989,-0.012585679,0.020269306,-0.001711495,-0.02082776,-0.01721158,-0.011070584,-0.018914208,0.005551089,-0.022292343,-0.04135266,-0.049876076,-0.109692215
0.17,,,,,,,,,,,,,,,,-0.013864068,-0.014559493,-0.017119522,-0.012793862,0.020501316,-0.0017854,-0.02103825,-0.017425068,-0.01118901,-0.019084756,0.005600846,-0.022658978,-0.042044275,-0.050884083,-0.112162232
0.171,,,,,,,,,,,,,,,,-0.014015521,-0.014739854,-0.017300103,-0.013003334,0.02072993,-0.001862345,-0.021247775,-0.017638858,-0.011309846,-0.019255917,0.005644069,-0.02303083,-0.042745532,-0.051908875,-0.114690788
0.172,,,,,,,,,,,,,,,,-0.014167,-0.014920442,-0.017480716,-0.013214049,0.020955144,-0.001942307,-0.021456312,-0.017852917,-0.011433106,-0.019427711,0.00568066,-0.023407897,-0.043456531,-0.052950638,-0.117279529
0.173,,,,,,,,,,,,,,,,-0.014318502,-0.015101243,-0.017661348,-0.01342596,0.021176952,-0.002025264,-0.021663842,-0.018067215,-0.011558803,-0.019600158,0.005710519,-0.023790175,-0.044177372,-0.054009565,-0.119930165
0.174,,,,,,,,,,,,,,,,-0.014470021,-0.015282246,-0.017841983,-0.01363902,0.021395351,-0.002111194,-0.021870343,-0.018281721,-0.011686949,-0.019773276,0.005733543,-0.024177662,-0.04490816,-0.055085858,-0.122644471
0.175,,,,,,,,,,,,,,,,-0.014621551,-0.015463437,-0.018022609,-0.013853182,0.021610334,-0.002200073,-0.022075797,-0.018496408,-0.011817558,-0.019947086,0.005749629,-0.024570354,-0.045649003,-0.056179728,-0.125424292
0.176,,,,,,,,,,,,,,,,-0.01477309,-0.015644804,-0.018203211,-0.014068401,0.021821899,-0.00229188,-0.022280187,-0.018711246,-0.011950639,-0.020121608,0.005758668,-0.024968252,-0.046400014,-0.057291392,-0.128271544
0.177,,,,,,,,,,,,,,,,-0.014924632,-0.015826336,-0.018383779,-0.014284629,0.022030039,-0.002386592,-0.022483495,-0.018926207,-0.012086205,-0.020296861,0.005760552,-0.025371353,-0.047161308,-0.058421079,-0.131188219
0.178,,,,,,,,,,,,,,,,-0.015076173,-0.016008022,-0.018564298,-0.014501822,0.022234752,-0.002484187,-0.022685706,-0.019141265,-0.012224264,-0.020472867,0.005755167,-0.025779656,-0.047933004,-0.059569025,-0.134176389
0.179,,,,,,,,,,,,,,,,-0.015227711,-0.016189851,-0.018744757,-0.014719934,0.022436031,-0.002584642,-0.022886805,-0.019356394,-0.012364827,-0.020649645,0.005742399,-0.026193161,-0.048715226,-0.060735475,-0.137238206
0.18,,,,,,,,,,,,,,,,-0.015379242,-0.016371813,-0.018925146,-0.01493892,0.022633872,-0.002687936,-0.023086776,-0.019571569,-0.012507904,-0.020827216,0.005722132,-0.026611868,-0.049508099,-0.061920685,-0.140375913
0.181,,,,,,,,,,,,,,,,-0.015530762,-0.016553898,-0.019105453,-0.015158734,0.022828272,-0.002794045,-0.023285608,-0.019786763,-0.012653502,-0.0210056,0.005694246,-0.027035778,-0.050311756,-0.06312492,-0.143591838
0.182,,,,,,,,,,,,,,,,-0.01568227,-0.016736097,-0.019285667,-0.015379333,0.023019224,-0.002902949,-0.023483287,-0.020001955,-0.012801629,-0.02118482,0.005658618,-0.027464891,-0.05112633,-0.064348455,-0.146888407
0.183,,,,,,,,,,,,,,,,-0.015833763,-0.016918401,-0.019465778,-0.015600672,0.023206726,-0.003014625,-0.023679802,-0.02021712,-0.012952294,-0.021364894,0.005615126,-0.02789921,-0.051951963,-0.065591576,-0.150268145
0.184,,,,,,,,,,,,,,,,-0.015985239,-0.017100801,-0.019645778,-0.015822708,0.023390771,-0.003129051,-0.023875142,-0.020432236,-0.013105504,-0.021545844,0.005563641,-0.028338735,-0.052788796,-0.066854579,-0.153733681
0.185,,,,,,,,,,,,,,,,-0.016136696,-0.01728329,-0.019825656,-0.016045395,0.023571356,-0.003246205,-0.024069297,-0.020647281,-0.013261265,-0.021727691,0.005504034,-0.02878347,-0.053636978,-0.068137773,-0.157287752
0.186,,,,,,,,,,,,,,,,-0.016288133,-0.017465858,-0.020005405,-0.016268693,0.023748477,-0.003366066,-0.024262259,-0.020862234,-0.013419583,-0.021910456,0.005436174,-0.029233418,-0.054496663,-0.069441476,-0.16093321
0.187,,,,,,,,,,,,,,,,-0.016439548,-0.0176485,-0.020185015,-0.016492556,0.023922127,-0.003488611,-0.024454018,-0.021077075,-0.013580465,-0.02209416,0.005359926,-0.029688582,-0.055368006,-0.070766019,-0.164673027
0.188,,,,,,,,,,,,,,,,-0.016590941,-0.017831207,-0.020364478,-0.016716944,0.024092304,-0.003613818,-0.024644567,-0.021291784,-0.013743915,-0.022278824,0.005275153,-0.030148967,-0.05625117,-0.072111744,-0.1685103
